container_source_id,container_relative_path,entry_path,archive_depth,uncompressed_bytes,compressed_bytes,crc32,sha256,outer_exact_match_paths,inspection_status
SRC-8D9703BB80BC4F51,09-original-archives/fitness-ecosystem-research-claude-code.zip,fitness-ecosystem-research/worktree/06-coordinator-simulation/README.md,1,694,429,0FDB34C3,789053BD3EA52701E0710289D92076B9D88F6E016FB9EECEFAE59F5FB3286719,06-cross-system/fitness-ecosystem-research/worktree/06-coordinator-simulation/README.md,content_hashed_not_executed
SRC-8D9703BB80BC4F51,09-original-archives/fitness-ecosystem-research-claude-code.zip,fitness-ecosystem-research/worktree/07-production-hardening/README.md,1,658,425,D2FF9749,ED0191C8FF42579FE1911776B33864A1B668764FCED41BF6114F809330DB5F86,06-cross-system/fitness-ecosystem-research/worktree/07-production-hardening/README.md,content_hashed_not_executed
SRC-8D9703BB80BC4F51,09-original-archives/fitness-ecosystem-research-claude-code.zip,fitness-ecosystem-research/worktree/BACKLOG.md,1,3263,1536,29748B52,5557E22ABF01D99F3A870F7E749D9182997B73C99A86140C6820D2DBC8E278DF,06-cross-system/fitness-ecosystem-research/worktree/BACKLOG.md,content_hashed_not_executed
SRC-8D9703BB80BC4F51,09-original-archives/fitness-ecosystem-research-claude-code.zip,fitness-ecosystem-research/worktree/CHECKLIST.md,1,1138,599,E50418A2,35A104F6CE72A50A5A35095B754023EC4EE121995F7504CD56167CD7C9F05E34,06-cross-system/fitness-ecosystem-research/worktree/CHECKLIST.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Research_and_Hybrid_Implementation_Spec.md,1,130994,44288,AF282416,690DCC50432DB8F1E19E01DBC1847E6BA9FCD88B295784CD4DF2F84A9FD0A7D9,03-nutrition/MacroFactor_Research_and_Hybrid_Implementation_Spec.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Deep_Technical_Research_Hybrid_Engine.md,1,89654,31428,3A38884F,88A68336020464D7D40604DDBC082C81E2F39E7EA3861A80EF4995E991B93288,03-nutrition/MacroFactor_Deep_Technical_Research_Hybrid_Engine.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_PubMed_Athlete_Safety_Validation_Review.md,1,33291,12030,A74283DE,26BB0FC7AE77D082F28EEF4166A72D067ADA5A170FF27E85A53923F7C7C94AC8,03-nutrition/MacroFactor_PubMed_Athlete_Safety_Validation_Review.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Research_PubMed_Hybrid_Engine_README.md,1,5590,2536,DA3FC8F2,92380064F1BA853234D70B4217C27D1656EF7DE9A7B35284006B42D90DC1B141,03-nutrition/MacroFactor_Research_PubMed_Hybrid_Engine_README.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Hybrid_Engine_Formula_Registry.md,1,7007,3017,291EA9A7,B4C2BCEE6E8F1DD47479269C342399EEBFE08148508DCE5DA08B9F0EFE2E7061,03-nutrition/MacroFactor_Hybrid_Engine_Formula_Registry.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Hybrid_Engine_Claim_Matrix.md,1,7735,3067,31F06DA3,465332B64FCF828A30136340D8A2A381B3CE072AAD73A8A165968D90BB72547D,03-nutrition/MacroFactor_Hybrid_Engine_Claim_Matrix.md,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Hybrid_Engine_Test_Vectors.json,1,7067,1859,0D274D17,798404316DB0CE8F737E85161D08B1EF4B807407C14C72209E6CE6393B4339DA,03-nutrition/MacroFactor_Hybrid_Engine_Test_Vectors.json,content_hashed_not_executed
SRC-0B5A1F6EF9F43C85,09-original-archives/MacroFactor_Research_PubMed_Hybrid_Engine_Pack_2026-08-24.zip,MacroFactor_Hybrid_Engine_Implementation_Checklist.md,1,6766,2979,32723EE4,AF01E831DF9C9F1E1001F2A525AE80111F321402ED47A7BE990D42C2FD05D5F9,03-nutrition/MacroFactor_Hybrid_Engine_Implementation_Checklist.md,content_hashed_not_executed
SRC-0EEBE79506EA8583,09-original-archives/macrotrack-claude-code.zip,seed_foods_off.py,1,186,143,6DFE4CC7,D6D3CE2AD05C8187D670D797888D829F4E6063287F770ABCA7F522BBB51CA3BF,03-nutrition/seed_foods_off.py,content_hashed_not_executed
SRC-0EEBE79506EA8583,09-original-archives/macrotrack-claude-code.zip,README.md,1,7237,3236,DFEF6CD4,5ED34DEB2B3C1773CEC1F9D499B6BAB9D30D37029435050C08A1A4EA4B11D049,03-nutrition/README.md,content_hashed_not_executed
SRC-0EEBE79506EA8583,09-original-archives/macrotrack-claude-code.zip,HANDOFF_TO_CLAUDE_CODE.md,1,1811,994,5963588D,024540F726929C9975CC818B71FC78B579D490A8248FA73B3E473A30B0744A9A,03-nutrition/HANDOFF_TO_CLAUDE_CODE.md,content_hashed_not_executed
